apt_name,price,address,station_distance,area,floor_plan,balcony,year
オープンレジデンシア代官山ザ・ハウス,1億3980万円,東京都渋谷区代官山町,東急東横線「代官山」徒歩5分,54.49m2（壁芯）,1LDK+S（納戸）,7.46m2,2018年11月
オープンレジデンシア千駄木ヒルズ,1億3980万円,東京都文京区千駄木５,東京メトロ千代田線「千駄木」徒歩4分,72.8m2（22.02坪）（壁芯）,3LDK,6.06m2,2019年2月
オープンレジデンシア代官山ザ・ハウス,1億3980万円,東京都渋谷区代官山町10-7,東急東横線「代官山」徒歩5分,54.49m2（16.48坪）（壁芯）,1LDK+S（納戸）,7.46m2,2018年11月
THE  TOKYO  TOWERS  SEA  T…,1億3980万円,東京都中央区勝どき６-3-1,都営大江戸線「勝どき」徒歩7分,73.26m2（22.16坪）（壁芯）,2LDK,5m2,2008年1月
オープンレジデンシア恵比寿コート,1億3980万円,東京都渋谷区恵比寿２-33-15,東京メトロ日比谷線「広尾」徒歩9分,79.74m2（24.12坪）（壁芯）,2LDK,2.98m2,2023年8月
クレアホームズ小石川,1億3980万円,東京都文京区小石川５,東京メトロ丸ノ内線「茗荷谷」徒歩8分,78.42m2（壁芯）,2LDK+S（納戸）,7.22m2,1998年8月
ローレルタワールネ浜松町,1億3980万円,東京都港区海岸２,ＪＲ山手線「浜松町」徒歩12分,52.13m2（15.76坪）（壁芯）,2LDK,6.5m2,2020年1月
ザ・パークハウス晴海タワーズクロノレジデンス,1億3980万円,東京都中央区晴海２,都営大江戸線「勝どき」徒歩12分,61.82m2（18.70坪）（壁芯）,2LDK,11.73m2,2013年10月
勝どきザ・タワー,1億3980万円,東京都中央区勝どき５,都営大江戸線「勝どき」徒歩7分,54.94m2（壁芯）,2LDK,9.28m2,2016年11月
オープンレジデンシア代官山ザ・ハウス,1億3980万円,東京都渋谷区代官山町,東急東横線「代官山」徒歩5分,54.49m2（16.48坪）（壁芯）,1LDK,7.46m2,2018年12月
オープンレジデンシア恵比寿コート,1億3980万円,東京都渋谷区恵比寿２-33-15,東京メトロ日比谷線「広尾」徒歩9分,79.74m2（24.12坪）（壁芯）,2LDK,2.98m2,2023年8月
オープンレジデンシア代官山ザ・ハウス,1億3980万円,東京都渋谷区代官山町,東急東横線「代官山」徒歩5分,54.49m2（16.48坪）（壁芯）,1LDK+S（納戸）,7.46m2,2018年11月
THE　TOKYO　TOWERS　SEA TOWER,1億3980万円,東京都中央区勝どき６,都営大江戸線「勝どき」徒歩7分,73.26m2,2LDK,5m2,2008年1月
ＴＨＥ　ＴＯＫＹＯ　ＴＯＷＥＲＳ　ＳＥＡ　ＴＯＷＥＲ,1億3980万円,東京都中央区勝どき６,都営大江戸線「勝どき」徒歩7分,73.26m2（壁芯）,2LDK,5m2,2008年1月
パークタワー西新宿エムズポート,1億3980万円,東京都新宿区西新宿８,東京メトロ丸ノ内線「西新宿」徒歩4分,74.64m2（22.57坪）（壁芯）,3LDK,28.09m2,2013年9月
晴海アイランドトリトンスクエアビュータワー,1億3980万円,東京都中央区晴海１,東京メトロ有楽町線「月島」徒歩7分,69.86m2（21.13坪）（壁芯）,2LDK+S（納戸）,1m2,1998年2月
ワールドシティタワーズキャピタルタワー,1億3980万円,東京都港区港南４,ＪＲ山手線「品川」徒歩15分,60.68m2（18.35坪）（壁芯）,2LDK,2.32m2,2006年10月
オープンレジデンシア代官山ザ・ハウス,1億3980万円,東京都渋谷区代官山町,東急東横線「代官山」徒歩5分,54.49m2（16.48坪）,1LDK+S（納戸）,7.46m2,2018年11月
オープンレジデンシア代官山ザ・ハウス,1億3980万円,東京都渋谷区代官山町10-1,東急東横線「代官山」徒歩5分,54.49m2（16.48坪）（壁芯）,2LDK,7.46m2,2018年11月
グランドメゾン恵比寿の杜 フロントレジデンス,1億3990万円,東京都渋谷区恵比寿４-26-10,ＪＲ山手線「恵比寿」徒歩5分,59.57m2（18.01坪）（壁芯）,1LDK,3.78m2,2005年1月
勝どきザ・タワー,1億3990万円,東京都中央区勝どき５,都営大江戸線「勝どき」徒歩7分,58.94m2（壁芯）,2LDK,8.42m2,2016年11月
アトラス渋谷公園通り,1億3990万円,東京都渋谷区宇田川町,東急田園都市線「渋谷」徒歩5分,46.43m2（14.04坪）（壁芯）,1LDK,10m2,2013年10月
晴海アイランドトリトンスクエアビュータワー,1億4000万円,東京都中央区晴海１-6-1,東京メトロ有楽町線「月島」徒歩6分,69.86m2（21.13坪）（壁芯）,2LDK,11.38m2,1998年2月
ザ・パークハウス晴海タワーズ ティアロレジデンス,1億4000万円,東京都中央区晴海２-3-2,都営大江戸線「勝どき」徒歩13分,73.66m2（壁芯）,3LDK,12.83m2,2016年3月
晴海アイランドトリトンスクエアビュータワー,1億4000万円,東京都中央区晴海１-6-1,都営大江戸線「月島」徒歩6分,69.86m2（21.13坪）（壁芯）,2LDK,11.38m2,1998年2月
■■晴海アイランドトリトンスクエアビュータワー■■新…,1億4000万円,東京都中央区晴海１,都営大江戸線「月島」徒歩6分,69.86m2,2LDK,11.38m2,1998年2月
晴海アイランドトリトンスクエアビュータワー,1億4000万円,東京都中央区晴海１,東京メトロ有楽町線「月島」徒歩6分,69.86m2（壁芯）,2LDK,11.38m2,1998年2月
晴海アイランドトリトンスクエアビュータワー,1億4000万円,東京都中央区晴海１-6-1,東京メトロ有楽町線「月島」徒歩6分,69.86m2（21.13坪）（壁芯）,2LDK,11.38m2,1998年2月
アエラーレ音羽台,1億4000万円,東京都文京区大塚２,東京メトロ有楽町線「護国寺」徒歩2分,121.96m2（36.89坪）（壁芯）,3LDK,8.63m2,2009年9月
晴海アイランドトリトンスクエアビュータワー,1億4000万円,東京都中央区晴海１-6－1,東京メトロ有楽町線「月島」徒歩6分,69.86m2（壁芯）,2LDK,11.38m2,1998年2月
晴海アイランドトリトンスクエアビュータワー,1億4000万円,東京都中央区晴海１-6-1,東京メトロ有楽町線「月島」徒歩6分,69.86m2（21.13坪）（壁芯）,2LDK,11.38m2,1998年2月
晴海アイランドトリトンスクエアビュータワー,1億4000万円,東京都中央区晴海１,東京メトロ有楽町線「月島」徒歩6分,69.86m2（21.13坪）（壁芯）,2LDK,11.38m2,1998年2月
晴海アイランドトリトンスクエアビュータワー,1億4000万円,東京都中央区晴海１,東京メトロ有楽町線「月島」徒歩6分,69.86m2（21.13坪）（壁芯）,2LDK,11.38m2,1998年2月
晴海アイランドトリトンスクエアビュータワー,1億4000万円,東京都中央区晴海１,東京メトロ有楽町線「月島」徒歩6分,69.86m2（壁芯）,2LDK,11.38m2,1998年2月
晴海アイランドトリトンスクエアビュータワー,1億4000万円,東京都中央区晴海１,都営大江戸線「勝どき」徒歩12分,69.86m2（壁芯）,2LDK,11.38m2,1998年2月
ザ・パークハウス　晴海タワーズ　ティアロレジデンス,1億4000万円,東京都中央区晴海２,都営大江戸線「勝どき」徒歩14分,73.66m2（壁芯）,3LDK,12.83m2,2016年3月
ザ・パークハウス晴海タワーズ　ティアロレジデンス,1億4000万円,東京都中央区晴海２,東京メトロ有楽町線「月島」徒歩14分,73.66m2（22.28坪）（壁芯）,3LDK,12.83m2,2016年3月
富久クロスコンフォートタワー,1億4000万円,東京都新宿区富久町15-1,東京メトロ丸ノ内線「新宿御苑前」徒歩5分,58.22m2（17.61坪）（壁芯）,2LDK,12.57m2,2015年9月
晴海アイランドトリトンスクエアビュータワー,1億4000万円,東京都中央区晴海１,東京メトロ有楽町線「月島」徒歩9分,69.86m2,2LDK,11.38m2,1998年2月
晴海アイランドトリトンスクエアビュータワー,1億4000万円,東京都中央区晴海１-６－１,東京メトロ有楽町線「月島」徒歩6分,69.86m2（21.13坪）（壁芯）,2LDK,11.38m2,1998年2月
東高原宿ペアシティ,1億4000万円,東京都渋谷区千駄ヶ谷３,ＪＲ山手線「原宿」徒歩8分,73.88m2（22.34坪）（壁芯）,2LDK,-,1976年10月
晴海アイランドトリトンスクエアビュータワー,1億4000万円,東京都中央区晴海１,東京メトロ有楽町線「月島」徒歩7分,69.86m2（21.13坪）（壁芯）,2LDK,11.38m2,1998年2月
晴海アイランドトリトンスクエアビュータワー,1億4000万円,東京都中央区晴海１,東京メトロ有楽町線「月島」徒歩7分,67.77m2（20.50坪）（登記）,2LDK,1m2,1998年2月
パークシティ中央湊ザ・タワー,1億4000万円,東京都中央区湊２,東京メトロ日比谷線「八丁堀」徒歩11分,53.69m2（壁芯）,2LDK,12.42m2,2017年11月
晴海アイランドトリトンスクエアビュータワー,1億4000万円,東京都中央区晴海１,東京メトロ有楽町線「月島」徒歩8分,69.86m2（21.13坪）（壁芯）,2LDK,11.38m2,1998年2月
晴海アイランドトリトンスクエアビュータワー,1億4000万円,東京都中央区晴海１,都営大江戸線「月島」徒歩6分,69.86m2（21.13坪）（壁芯）,2LDK,11.38m2,1998年2月
アトラス千代田御茶ノ水,1億4000万円,東京都千代田区神田猿楽町１,東京メトロ半蔵門線「神保町」徒歩5分,57.45m2（壁芯）,2LDK,12m2,2018年2月
オープンレジデンシア恵比寿コート,1億4000万円,東京都渋谷区恵比寿２,東京メトロ日比谷線「広尾」徒歩9分,65.07m2（壁芯）,3LDK,-,2023年8月
プラウド代々木初台,1億4100万円,東京都渋谷区初台１,京王新線「初台」徒歩6分,62.53m2（壁芯）,2LDK,7.42m2,2006年3月
ザ・パークハウス愛宕虎ノ門,1億4180万円,東京都港区虎ノ門３,東京メトロ日比谷線「神谷町」徒歩3分,56.91m2（17.21坪）（壁芯）,1LDK+S（納戸）,11.2m2,2012年2月
品川Vタワー,1億4200万円,東京都港区港南２,ＪＲ山手線「品川」徒歩6分,53m2（16.03坪）（壁芯）,1LDK+S（納戸）,8.05m2,2003年3月
ザ・パークハウス晴海タワーズティアロレジデンス,1億4200万円,東京都中央区晴海２,都営大江戸線「勝どき」徒歩13分,70.89m2（21.44坪）（壁芯）,3LDK,13.32m2,2016年3月
アスコットパーク日本橋コモド,1億4200万円,東京都中央区東日本橋３,都営新宿線「馬喰横山」徒歩2分,73.3m2（22.17坪）（壁芯）,1LDK+S（納戸）,6.12m2,2007年3月
フェイバリッチタワー品川,1億4280万円,東京都港区港南３,ＪＲ山手線「品川」徒歩14分,78.85m2（壁芯）,3LDK,15.9m2,2006年10月
ＴＯＫＹＯＳＥＡＳＯＵＴＨブランファーレ,1億4280万円,東京都港区港南４,ＪＲ山手線「品川」徒歩13分,71.52m2（壁芯）,2LDK,8.76m2,2004年6月
ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｂ…,1億4280万円,東京都中央区晴海５,都営大江戸線「勝どき」徒歩17分,78.83m2（23.84坪）（壁芯）,3LDK,13.1m2,2023年11月
ルフォン白金台ザ・タワーレジデンス,1億4280万円,東京都港区白金台２,都営浅草線「高輪台」徒歩1分,58.51m2（17.69坪）（壁芯）,2LDK,7.2m2,2013年12月
ルフォン白金台ザ・タワーレジデンス,1億4280万円,東京都港区白金台２,都営浅草線「高輪台」徒歩1分,58.51m2（17.69坪）（壁芯）,2LDK,7.2m2,2013年12月
アルテール新宿,1億4300万円,東京都新宿区西新宿８,東京メトロ丸ノ内線「西新宿」徒歩2分,95.04m2（28.74坪）（壁芯）,3LDK,13.5m2,1983年10月
ジェントルエア神宮前,1億4300万円,東京都渋谷区神宮前２,ＪＲ山手線「原宿」徒歩9分,57.83m2（17.49坪）（壁芯）,1LDK,9.43m2,2007年2月
パークコート渋谷ザタワー,1億4400万円,東京都渋谷区宇田川町,東急東横線「渋谷」徒歩9分,59.64m2（18.04坪）（壁芯）,1LDK,3.49m2,2020年7月
パークタワー晴海,1億4420万円,東京都中央区晴海２,東京メトロ有楽町線「月島」徒歩12分,69.25m2（壁芯）,2LDK,15.03m2,2019年2月
パークタワー晴海,1億4480万円,東京都中央区晴海２,東京メトロ有楽町線「月島」徒歩12分,62.23m2（18.82坪）（壁芯）,2LDK+S（納戸）,14.57m2,2019年2月
パークタワー品川ベイワード,1億4480万円,東京都港区港南３,ＪＲ山手線「品川」徒歩14分,67.17m2（壁芯）,2LDK,15.1m2,2005年11月
品川Ｖタワー,1億4490万円,東京都港区港南２-16-7,ＪＲ山手線「品川」徒歩6分,53.01m2（16.03坪）（壁芯）,1LDK+S（納戸）,7.21m2,2003年3月
品川Vタワー,1億4490万円,東京都港区港南２,ＪＲ山手線「品川」徒歩6分,53.01m2（壁芯）,1LDK+S（納戸）,7.21m2,2003年3月
ブリリアウェリス月島,1億4490万円,東京都中央区月島１,東京メトロ有楽町線「月島」徒歩4分,74.8m2（壁芯）,2LDK,4.88m2,2013年1月
品川Vタワー,1億4490万円,東京都港区港南２,ＪＲ山手線「品川」徒歩6分,53.01m2（16.03坪）（壁芯）,1LDK+S（納戸）,7.21m2,2003年3月
品川Ｖタワー,1億4490万円,東京都港区港南２-16-7,ＪＲ山手線「品川」徒歩6分,53.01m2（16.03坪）（壁芯）,1LDK+S（納戸）,7.21m2,2003年3月
品川Vタワー,1億4490万円,東京都港区港南２,ＪＲ山手線「品川」徒歩6分,53.01m2（16.03坪）（壁芯）,1LDK+S（納戸）,7.21m2,2003年3月
勝どきビュータワー,1億4490万円,東京都中央区勝どき１,都営大江戸線「勝どき」徒歩1分,54.68m2（壁芯）,2LDK,8.8m2,2010年11月
芝浦アイランドケープタワー,1億4500万円,東京都港区芝浦４-19-1,ＪＲ山手線「田町」徒歩12分,54.94m2（16.61坪）（壁芯）,1LDK,11.08m2,2006年10月
パークホームズ南麻布ザレジデンス,1億4500万円,東京都港区南麻布２-3-11,東京メトロ南北線「麻布十番」徒歩7分,58.08m2（17.56坪）（壁芯）,1LDK,11.31m2,2013年9月
パークホームズ南麻布ザレジデンス,1億4500万円,東京都港区南麻布２,東京メトロ南北線「麻布十番」徒歩7分,58.08m2,1LDK,11.31m2,2013年9月
パークホームズ南麻布ザレジデンス,1億4500万円,東京都港区南麻布２-3-11,東京メトロ南北線「麻布十番」徒歩7分,58.08m2（17.56坪）（壁芯）,1LDK,11.31m2,2013年9月
芝浦アイランドケープタワー,1億4500万円,東京都港区芝浦４,ＪＲ山手線「田町」徒歩12分,54.94m2,1LDK,11.08m2,2006年10月
芝浦アイランドケープタワー,1億4500万円,東京都港区芝浦４,ＪＲ山手線「田町」徒歩12分,54.94m2（壁芯）,1LDK,11.08m2,2006年10月
芝浦アイランドケープタワー,1億4500万円,東京都港区芝浦４,ＪＲ山手線「田町」徒歩12分,54.94m2（壁芯）,1LDK,11.08m2,2006年10月
ウィルローズ小伝馬町,1億4500万円,東京都千代田区東神田１-1-3,ＪＲ総武線快速「馬喰町」徒歩3分,71.23m2（21.54坪）（壁芯）,3LDK,8.05m2,2014年2月
パークホームズ南麻布ザレジデンス,1億4500万円,東京都港区南麻布２,東京メトロ南北線「麻布十番」徒歩7分,58.08m2（17.56坪）（壁芯）,1LDK,11.31m2,2013年9月
パークホームズ南麻布ザレジデンス,1億4500万円,東京都港区南麻布２,東京メトロ南北線「麻布十番」徒歩7分,58.08m2（17.56坪）（壁芯）,1LDK,11.31m2,2013年9月
芝浦アイランドケープタワー,1億4500万円,東京都港区芝浦４,ＪＲ山手線「田町」徒歩12分,54.94m2（壁芯）,1LDK,11.08m2,2006年10月
■□■ パークホームズ南麻布ザレジデンス ■□■ ～…,1億4500万円,東京都港区南麻布２-3-11,東京メトロ南北線「麻布十番」徒歩7分,58.08m2（壁芯）,1LDK,11.31m2,2013年9月
芝浦アイランドケープタワー,1億4500万円,東京都港区芝浦４-19-1,ＪＲ山手線「田町」徒歩12分,54.94m2（壁芯）,1LDK,11.08m2,2006年10月
芝浦アイランドケープタワー,1億4500万円,東京都港区芝浦４-19-1,ＪＲ山手線「田町」徒歩12分,54.94m2（16.61坪）（壁芯）,1LDK,11.08m2,2006年10月
パークホームズ南麻布レジデンス,1億4500万円,東京都港区南麻布２,東京メトロ南北線「麻布十番」徒歩7分,58.08m2（壁芯）,1LDK,11.31m2,2013年9月
芝浦アイランドケープタワー,1億4500万円,東京都港区芝浦４,ＪＲ山手線「田町」徒歩12分,54.94m2（16.61坪）（壁芯）,1LDK,11.08m2,2006年10月
パーク・ハイム神楽坂,1億4500万円,東京都新宿区中里町,東京メトロ東西線「神楽坂」徒歩5分,70.57m2（21.34坪）（壁芯）,3LDK,4.42m2,1997年7月
パークホームズ南麻布ザレジデンス,1億4500万円,東京都港区南麻布２,東京メトロ南北線「麻布十番」徒歩7分,58.08m2,1LDK,11.31m2,2013年9月
パークホームズ南麻布ザ・レジデンス,1億4500万円,東京都港区南麻布２-3-11,東京メトロ南北線「麻布十番」徒歩7分,58.08m2（壁芯）,1LDK,11.31m2,2013年9月
パークホームズ南麻布ザレジデンス,1億4500万円,東京都港区南麻布２,東京メトロ南北線「麻布十番」徒歩7分,58.08m2（壁芯）,1LDK,11.31m2,2013年9月
アイディーコート飯田橋,1億4500万円,東京都千代田区飯田橋２,東京メトロ東西線「飯田橋」徒歩4分,56.63m2（壁芯）,2LDK,8.85m2,2012年1月
芝浦アイランドケープタワー,1億4500万円,東京都港区芝浦４,ＪＲ山手線「田町」徒歩12分,54.94m2（16.61坪）（壁芯）,1LDK,11.08m2,2006年10月
パークホームズ南麻布ザレジデンス,1億4500万円,東京都港区南麻布２,東京メトロ南北線「麻布十番」徒歩7分,58.08m2（17.56坪）（壁芯）,1LDK,11.31m2,2013年9月
パークタワー晴海,1億4500万円,東京都中央区晴海２-2-42,東京メトロ有楽町線「月島」徒歩12分,68.42m2（20.69坪）（壁芯）,2LDK,14.42m2,2019年2月
ファミール表参道ベルファース,1億4500万円,東京都渋谷区渋谷２,東京メトロ銀座線「表参道」徒歩7分,60.48m2,2LDK,9.6m2,2000年2月
パークホームズ南麻布ザレジデンス,1億4500万円,東京都港区南麻布２,東京メトロ南北線「麻布十番」徒歩7分,58.08m2（17.56坪）（壁芯）,1LDK,11.31m2,2013年9月
芝浦アイランドケープタワー,1億4500万円,東京都港区芝浦４,ＪＲ山手線「田町」徒歩12分,54.94m2（16.61坪）（壁芯）,1LDK,11.08m2,2006年10月
パークホームズ南麻布ザレジデンス,1億4500万円,東京都港区南麻布２,東京メトロ南北線「麻布十番」徒歩7分,58.08m2（壁芯）,1LDK,11.31m2,2013年9月
パークホームズ南麻布ザレジデンス,1億4500万円,東京都港区南麻布２,東京メトロ南北線「麻布十番」徒歩7分,58.08m2（17.56坪）（壁芯）,1LDK,11.31m2,2013年9月
芝浦アイランドケープタワー,1億4500万円,東京都港区芝浦４,ＪＲ京浜東北線「田町」徒歩14分,54.94m2（壁芯）,1LDK,11.08m2,2006年10月
パークホームズ南麻布ザレジデンス,1億4500万円,東京都港区南麻布２,東京メトロ南北線「麻布十番」徒歩7分,58.08m2（17.56坪）（壁芯）,1LDK,11.31m2,2013年10月
パークコート神宮北参道ザタワー,1億4500万円,東京都渋谷区千駄ヶ谷４,東京メトロ副都心線「北参道」徒歩1分,40.66m2（12.29坪）（壁芯）,1LDK,6.2m2,2023年1月
芝浦アイランドケープタワー,1億4500万円,東京都港区芝浦４,ＪＲ山手線「田町」徒歩14分,54.94m2（16.61坪）（壁芯）,1LDK,11.08m2,2006年10月
クレストプライムタワー芝,1億4500万円,東京都港区芝１,ＪＲ山手線「浜松町」徒歩6分,55.32m2（壁芯）,2LDK,12m2,2007年8月
ウィルローズ小伝馬町,1億4500万円,東京都千代田区東神田１,ＪＲ総武線快速「馬喰町」徒歩3分,71.23m2（21.54坪）（壁芯）,3LDK,8.05m2,2014年1月
プレミスト山吹神楽坂,1億4500万円,東京都新宿区山吹町,東京メトロ有楽町線「江戸川橋」徒歩4分,72.69m2（壁芯）,3LDK,15.42m2,2019年8月
芝浦アイランドケープタワー,1億4500万円,東京都港区芝浦４-19-1,ＪＲ山手線「田町」徒歩12分,54.94m2（16.61坪）（壁芯）,1LDK,11.08m2,2006年10月
芝浦アイランド　ケープタワー,1億4500万円,東京都港区芝浦４,ＪＲ山手線「田町」徒歩12分,54.94m2（16.61坪）（壁芯）,1LDK,11.08m2,2006年10月
代々木上原第一マンションズ,1億4500万円,東京都渋谷区西原３,小田急線「代々木上原」徒歩6分,111.28m2（33.66坪）（壁芯）,3LDK,-,1977年3月
ウィルローズ小伝馬町,1億4500万円,東京都千代田区東神田１,ＪＲ総武線快速「馬喰町」徒歩4分,71.23m2（21.54坪）（壁芯）,3LDK,8.05m2,2014年2月
芝浦アイランドケープタワー,1億4500万円,東京都港区芝浦４,ＪＲ山手線「田町」徒歩12分,54.94m2（壁芯）,1LDK,11.08m2,2006年10月
パーク・ハイム神楽坂,1億4500万円,東京都新宿区中里町,東京メトロ東西線「神楽坂」徒歩5分,70.57m2（21.34坪）（壁芯）,3LDK,4.42m2,1997年7月
芝浦アイランドケープタワー,1億4500万円,東京都港区芝浦４,ＪＲ山手線「田町」徒歩12分,54.94m2,1LDK,11.08m2,2006年10月
三田清風ガーデン,1億4600万円,東京都港区三田１,東京メトロ南北線「麻布十番」徒歩4分,60.11m2（18.18坪）（壁芯）,1LDK,8.56m2,1991年10月
シティタワー銀座東,1億4600万円,東京都中央区湊２,ＪＲ京葉線「八丁堀」徒歩5分,55.9m2（16.90坪）（壁芯）,2LDK,5.8m2,2019年1月
オープンレジデンシア南青山骨董通り,1億4780万円,東京都港区南青山６,東京メトロ銀座線「表参道」徒歩10分,57.91m2（17.51坪）（壁芯）,2LDK+S（納戸）,3.62m2,2013年9月
オープンレジデンシア南青山骨董通り,1億4780万円,東京都港区南青山６,東京メトロ銀座線「表参道」徒歩10分,57.91m2（壁芯）,2LDK+S（納戸）,3.62m2,2013年9月
勝どきザ・タワー,1億4780万円,東京都中央区勝どき５,都営大江戸線「勝どき」徒歩7分,73.32m2（22.17坪）（壁芯）,3LDK,12.28m2,2016年11月
オープンレジデンシア南青山骨董通り,1億4780万円,東京都港区南青山６-6-21,東京メトロ半蔵門線「表参道」徒歩10分,57.91m2（壁芯）,2LDK+S（納戸）,3.62m2,2013年9月
オープンレジデンシア南青山骨董通り,1億4780万円,東京都港区南青山６,東京メトロ銀座線「表参道」徒歩10分,57.91m2（17.51坪）（壁芯）,2LDK+S（納戸）,3.62m2,2013年9月
ザ・パークハウス晴海タワーズ　クロノレジデンス,1億4800万円,東京都中央区晴海２,都営大江戸線「勝どき」徒歩12分,70.72m2（壁芯）,3LDK,11.73m2,2013年10月
ザ・パークハウス晴海タワーズクロノレジデンス,1億4800万円,東京都中央区晴海２,都営大江戸線「勝どき」徒歩13分,70.72m2（21.39坪）（壁芯）,3LDK,11.73m2,2013年10月
ザ・パークハウス晴海タワーズ　クロノレジデンス,1億4800万円,東京都中央区晴海２-3-30,都営大江戸線「勝どき」徒歩15分,70.72m2（壁芯）,3LDK,11.73m2,2013年10月
ザ・パークハウス晴海タワーズ　クロノレジデンス,1億4800万円,東京都中央区晴海２,都営大江戸線「勝どき」徒歩11分,70.72m2（21.39坪）（壁芯）,3LDK,11.73m2,2013年10月
ザ・パークハウス晴海タワーズ　クロノレジデンス,1億4800万円,東京都中央区晴海２,都営大江戸線「勝どき」徒歩13分,70.72m2（壁芯）,3LDK,11.73m2,2013年10月
ザ・パークハウス晴海タワーズ　クロノレジデンス,1億4800万円,東京都中央区晴海２,都営大江戸線「勝どき」徒歩13分,70.72m2,3LDK,11.73m2,2013年10月
パークホームズ南麻布ザレジデンス,1億4800万円,東京都港区南麻布２-3-11,東京メトロ南北線「麻布十番」徒歩7分,58.08m2（17.56坪）（壁芯）,1LDK,11.31m2,2013年12月
ザ・パークハウス晴海タワーズクロノレジデンス,1億4800万円,東京都中央区晴海２,都営大江戸線「勝どき」徒歩13分,70.72m2（21.39坪）（壁芯）,3LDK,11.73m2,2013年10月
ザパークハウス晴海タワーズクロノレジデンス,1億4800万円,東京都中央区晴海２,都営大江戸線「勝どき」徒歩13分,70.72m2（21.39坪）,3LDK,11.73m2,2013年10月
東京ベイシティタワー,1億4800万円,東京都港区芝浦４,ＪＲ山手線「田町」徒歩14分,69.67m2（21.07坪）（壁芯）,2LDK,5.05m2,2014年7月
ペット飼育可44階ザ・パークハウス晴海タワーズクロノ…,1億4800万円,東京都中央区晴海２,都営大江戸線「勝どき」徒歩13分,70.72m2（壁芯）,3LDK,11.73m2,2013年10月
ザ・パークハウス晴海タワーズクロノレジデンス,1億4800万円,東京都中央区晴海２,都営大江戸線「勝どき」徒歩13分,70.72m2,3LDK,11.73m2,2013年10月
ザ・パークハウス晴海タワーズ　クロノレジデンス,1億4800万円,東京都中央区晴海２-3-30,都営大江戸線「勝どき」徒歩13分,70.72m2（21.39坪）（壁芯）,3LDK,11.73m2,2013年10月
シティタワー銀座東　,1億4800万円,東京都中央区湊２-11-1,東京メトロ日比谷線「八丁堀」徒歩7分,56.06m2（16.95坪）（壁芯）,1LDK,5.8m2,2019年1月
東京ベイシティタワー,1億4800万円,東京都港区芝浦４,ＪＲ山手線「田町」徒歩13分,69.01m2（20.87坪）（壁芯）,2LDK,5.14m2,2014年7月
パークホームズ南麻布ザレジデンス,1億4800万円,東京都港区南麻布２,東京メトロ南北線「麻布十番」徒歩7分,58.08m2（17.56坪）（壁芯）,1LDK,11.31m2,2013年9月
パークホームズ南麻布ザレジデンス,1億4800万円,東京都港区南麻布２,都営大江戸線「麻布十番」徒歩7分,58.08m2（17.56坪）（壁芯）,1LDK,11.31m2,2013年9月
マンション南恵比寿,1億4800万円,東京都渋谷区恵比寿南３,東京メトロ日比谷線「恵比寿」徒歩2分,70.2m2（21.23坪）（壁芯）,1LDK,21m2,1974年8月
ザ・パークハウス晴海タワーズ　クロノレジデンス,1億4800万円,東京都中央区晴海２,都営大江戸線「勝どき」徒歩13分,70.72m2（21.39坪）（壁芯）,3LDK,11.73m2,2013年10月
ザ・パークハウス晴海タワーズクロノレジデンス,1億4800万円,東京都中央区晴海２,都営大江戸線「勝どき」徒歩13分,70.72m2（21.39坪）（壁芯）,3LDK,11.73m2,2013年10月
ザ・パークハウス晴海タワーズクロノレジデンス,1億4800万円,東京都中央区晴海２,都営大江戸線「勝どき」徒歩12分,70.72m2（21.39坪）（壁芯）,3LDK+S（納戸）,11.73m2,2013年10月
ザ・パークハウス晴海タワーズ　クロノレジデンス,1億4800万円,東京都中央区晴海２-3-30,都営大江戸線「勝どき」徒歩12分,70.72m2（21.39坪）（壁芯）,3LDK,11.73m2,2013年10月
THE TOKYO TOWERS MIDTOWER,1億4800万円,東京都中央区勝どき６-3-2,都営大江戸線「勝どき」徒歩5分,73.94m2（壁芯）,2LDK,5.94m2,2008年1月
ザ・パークハウス晴海タワーズクロノレジデンス,1億4800万円,東京都中央区晴海２,都営大江戸線「勝どき」徒歩13分,70.72m2（21.39坪）（壁芯）,3LDK,11.73m2,2013年10月
ザ・パークハウス晴海タワーズクロノレジデンス,1億4800万円,東京都中央区晴海２,都営大江戸線「勝どき」徒歩13分,70.72m2（21.39坪）（壁芯）,3LDK,11.73m2,2013年10月
幡ケ谷ハイムグランシス,1億4800万円,東京都渋谷区幡ヶ谷３-３１-１０,京王新線「幡ヶ谷」徒歩7分,82.26m2（壁芯）,3LDK,12.35m2,1998年3月
幡ケ谷ハイムグランシス,1億4800万円,東京都渋谷区幡ヶ谷３-31-10,京王新線「幡ヶ谷」徒歩7分,82.26m2（24.88坪）（壁芯）,3LDK,12.35m2,1998年3月
ザ・パークハウス晴海タワーズ　クロノレジデンス,1億4800万円,東京都中央区晴海２,都営大江戸線「勝どき」徒歩12分,70.72m2（21.39坪）（壁芯）,3LDK,11.73m2,2013年10月
ザ・パークハウス晴海タワーズクロノレジデンス,1億4800万円,東京都中央区晴海２,都営大江戸線「勝どき」徒歩12分,70.72m2（21.39坪）（壁芯）,3LDK,11.73m2,2013年10月
