apt_name,total Price,prefecture,city,town,line,station,way,walking time,area [m2],room,L,D,K,S,balcony [m2],date_year,date_month,age
オープンレジデンシア小石川ヒルズ,94800000,東京,文京,小石川５,東京メトロ丸ノ内線,茗荷谷,徒歩,7,56.41,2,1,1,1,0,8.45,2023,8,2
高輪アビタシオン,94800000,東京,港,高輪４,ＪＲ山手線,品川,徒歩,8,75.14,2,1,1,1,0,4.56,1964,9,61
インプレスト早稲田弐番館,94800000,東京,新宿,西早稲田１-13-12,東京メトロ東西線,早稲田,徒歩,9,64.35,3,1,1,1,0,6,2015,8,10
ピアース神楽坂テラス,94800000,東京,新宿,西五軒町,東京メトロ有楽町線,江戸川橋,徒歩,7,45.71,2,1,1,1,0,5.12,2024,10,1
ディアナコート文京本郷台,94800000,東京,文京,湯島３,東京メトロ千代田線,湯島,徒歩,2,43.11,1,1,1,1,0,14.89,2017,9,8
コノエ東日本橋,94800000,東京,中央,東日本橋１,都営浅草線,東日本橋,徒歩,3,53.84,2,1,1,1,0,6.7,2011,8,14
オープンレジデンシア銀座築地,94800000,東京,中央,築地６,東京メトロ日比谷線,築地,徒歩,5,48.45,2,1,1,1,0,4.84,2018,8,7
高輪アビタシオン,94800000,東京,港,高輪４,ＪＲ山手線,品川,徒歩,8,75.14,2,1,1,1,0,4.47,1964,9,61
オープンレジデンシア文京本郷,94800000,東京,文京,本郷５,都営三田線,春日,徒歩,7,56.18,2,1,1,1,0,5.88,2017,1,8
豊栄ジャルダン高輪,94800000,東京,港,高輪３,ＪＲ山手線,品川,徒歩,11,83.14,2,1,1,1,0,5.24,1985,5,40
ワールドシティタワーズ　アクアタワー,94800000,東京,港,港南４,ＪＲ山手線,品川,徒歩,15,63.27,1,1,1,1,0,7.72,2005,10,20
クレストシティレジデンス,94800000,東京,中央,勝どき５,都営大江戸線,勝どき,徒歩,7,66.05,2,1,1,1,0,9.2,2007,2,18
クオリア御茶ノ水パークフロント,94800000,東京,文京,湯島１,ＪＲ中央線,御茶ノ水,徒歩,6,44.47,1,1,1,1,0,5.44,2005,4,20
ピアース西麻布,94800000,東京,港,西麻布３-14-14,東京メトロ日比谷線,広尾,徒歩,8,44.33,1,0,1,1,0,4.65,2004,11,21
ガーラ・レジデンス日本橋水天宮,94800000,東京,中央,日本橋蛎殻町１,東京メトロ半蔵門線,水天宮前,徒歩,4,54.14,2,1,1,1,0,4.8,2009,3,16
プリンスハイツ飯田橋,94800000,東京,新宿,新小川町,東京メトロ有楽町線,江戸川橋,徒歩,9,62.82,3,1,1,1,1,4.84,1999,2,26
オープンレジデンシア麻布六本木,94800000,東京,港,六本木３,東京メトロ南北線,六本木一丁目,徒歩,5,35.0,1,1,1,1,0,5.71,2018,7,7
朝日代々木上原マンション,94800000,東京,渋谷,西原１,小田急線,代々木上原,徒歩,10,68.15,3,1,1,1,0,8,1985,1,40
LーSTAGE月島ATTELAGE,94900000,東京,中央,月島４,東京メトロ有楽町線,月島,徒歩,2,54.08,1,1,1,1,1,6.61,2003,2,22
シティハウス月島駅前レジデンスコート,94900000,東京,中央,月島２,東京メトロ有楽町線,月島,徒歩,2,54.21,2,1,1,1,0,14.14,2015,5,10
エルステージ月島アトラージュ,94900000,東京,中央,月島４,東京メトロ有楽町線,月島,徒歩,2,54.08,1,1,1,1,1,6.61,2003,2,22
レジェンド新宿,95000000,東京,新宿,新宿６-24-3,都営大江戸線,東新宿,徒歩,5,98.97,3,1,1,1,0,20.9,1981,4,44
ブランズタワー芝浦,95000000,東京,港,芝浦２,ＪＲ山手線,田町,徒歩,10,40.03,1,1,1,1,0,14.61,2021,8,4
ドゥ・トゥール EAST,95000000,東京,中央,晴海３,都営大江戸線,勝どき,徒歩,5,42.88,1,1,1,1,0,5.2,2015,10,10
レジェンド新宿,95000000,東京,新宿,新宿６,都営大江戸線,東新宿,徒歩,5,98.97,3,1,1,1,0,20.9,1981,4,44
レジェンド新宿,95000000,東京,新宿,新宿６,都営大江戸線,東新宿,徒歩,5,98.97,3,1,1,1,0,20.9,1981,4,44
シティハウス月島駅前ベイブリーズコート,95000000,東京,中央,佃３,東京メトロ有楽町線,月島,徒歩,2,56.41,2,1,1,1,0,3.29,2012,1,13
シティハウス月島駅前 ベイブリーズコート2F,95000000,東京,中央,佃３-4-14,東京メトロ有楽町線,月島,徒歩,2,56.41,2,1,1,1,0,3.29,2012,1,13
シティハウス月島駅前ベイブリーズコート,95000000,東京,中央,佃３-4-14,東京メトロ有楽町線,月島,徒歩,2,56.41,2,1,1,1,0,3.29,2012,1,13
シティハウス月島駅前ベイブリーズコート,95000000,東京,中央,佃３,東京メトロ有楽町線,月島,徒歩,2,56.41,2,1,1,1,0,3.29,2012,1,13
レジェンド新宿,95000000,東京,新宿,新宿６,東京メトロ副都心線,東新宿,徒歩,4,98.97,3,1,1,1,0,20.9,1981,4,44
ピアース笹塚,95000000,東京,渋谷,笹塚３-26-5,京王線,笹塚,徒歩,7,64.11,2,1,1,1,0,-,2011,9,14
コープ野村一番町,95000000,東京,千代田,一番町15番6,東京メトロ半蔵門線,半蔵門,徒歩,2,60.09,1,1,1,1,0,7.33,1972,8,53
シティハウス月島駅前ベイブリーズコート,95000000,東京,中央,佃３,東京メトロ有楽町線,月島,徒歩,2,56.41,2,1,1,1,0,3.29,2012,1,13
シティハウス月島駅前ベイブリーズコート,95000000,東京,中央,佃３,東京メトロ有楽町線,月島,徒歩,2,56.41,2,1,1,1,0,3.29,2012,1,13
ピアース笹塚,95000000,東京,渋谷,笹塚３-26-5,京王線,笹塚,徒歩,7,64.11,2,1,1,1,0,-,2011,9,14
ＭＩＤ　ＴＯＷＥＲ　ＧＲＡＮＤ,95800000,東京,中央,月島１,東京メトロ有楽町線,月島,徒歩,2,42.05,1,0,0,0,0,5.7,2020,10,5
コープ野村一番町,95800000,東京,千代田,一番町15-6,東京メトロ半蔵門線,半蔵門,徒歩,2,49.62,1,1,1,1,0,5.45,1972,8,53
ヴィア・シテラ新宿,95800000,東京,新宿,百人町１-21-1,ＪＲ山手線,新宿,徒歩,10,73.11,3,1,1,1,0,6.49,1998,10,27
ルーブル笹塚,95800000,東京,渋谷,笹塚３-44-4,京王線,笹塚,徒歩,12,78.92,3,1,1,1,0,12.76,1997,10,28
オープンレジデンシア銀座築地,95800000,東京,中央,築地６,東京メトロ日比谷線,築地,徒歩,5,54.44,1,1,1,1,0,4.29,2018,8,7
ルーブル笹塚,95800000,東京,渋谷,笹塚３,京王線,笹塚,徒歩,10,78.92,3,1,1,1,0,12.76,1997,10,28
ライオンズスクエア小石川後楽園,95800000,東京,文京,水道１,東京メトロ有楽町線,江戸川橋,徒歩,10,65.03,2,1,1,1,0,8.96,2003,10,22
メゾン赤坂,95800000,東京,港,赤坂６,東京メトロ千代田線,赤坂,徒歩,7,66.22,2,1,1,1,0,7.17,1969,11,56
レグノ・セレーノ,95800000,東京,新宿,北新宿３-2-1,ＪＲ中央線,大久保,徒歩,3,64.64,2,1,1,1,0,10.12,2008,4,17
ヴィア・シテラ新宿,95800000,東京,新宿,百人町１,ＪＲ山手線,新宿,徒歩,10,73.11,3,1,1,1,0,6.49,1998,10,27
メゾン赤坂,95800000,東京,港,赤坂６,東京メトロ千代田線,赤坂,徒歩,7,66.22,2,1,1,1,0,7.17,1969,11,56
デューク・スカーラ日本橋,95800000,東京,中央,日本橋蛎殻町１,東京メトロ半蔵門線,水天宮前,徒歩,3,58.76,2,1,1,1,0,4.05,2002,1,23
ザ・パークハウス晴海タワーズ ティアロレジデンス,96000000,東京,中央,晴海２-3-2,都営大江戸線,勝どき,徒歩,13,47.3,1,1,1,1,0,8.38,2016,4,9
パークタワー晴海,96700000,東京,中央,晴海２,東京メトロ有楽町線,月島,徒歩,12,45.06,1,1,1,1,0,11.27,2019,2,6
高輪シティハウス,96800000,東京,港,高輪３,都営浅草線,高輪台,徒歩,6,50.07,1,1,1,1,0,5.14,2000,6,25
リストレジデンス芝浦,96800000,東京,港,芝浦４,ＪＲ山手線,田町,徒歩,11,49.44,2,1,1,1,0,9.06,2014,10,11
パークコート神宮前,96800000,東京,渋谷,神宮前１,東京メトロ千代田線,明治神宮前,徒歩,7,71.12,2,1,1,1,0,13.86,2009,1,16
ザ・クレストタワー,96800000,東京,中央,佃２,東京メトロ有楽町線,月島,徒歩,3,52.28,1,1,1,1,0,13.1,2004,9,21
パークホームズ本郷三丁目,96800000,東京,文京,湯島２,都営大江戸線,本郷三丁目,徒歩,7,43.08,1,1,1,1,0,5.25,2023,2,2
シティテラス代々木公園,96990000,東京,渋谷,代々木５-14-19,小田急線,代々木八幡,徒歩,7,42.12,1,1,1,1,0,9.45,2014,1,11
パレステュディオ新宿御苑,97000000,東京,新宿,新宿１,東京メトロ丸ノ内線,新宿御苑前,徒歩,4,58.44,1,1,1,1,0,9.04,2002,1,23
ドミ小石川,97500000,東京,文京,小石川５,東京メトロ丸ノ内線,茗荷谷,徒歩,2,71.63,3,1,1,1,0,6.75,1971,3,54
アルシオン芝浦,97500000,東京,港,芝浦４,ＪＲ山手線,田町,徒歩,9,61.87,2,1,1,1,0,9.77,2000,2,25
ドミ小石川,97500000,東京,文京,小石川５,東京メトロ丸ノ内線,茗荷谷,徒歩,2,71.63,3,1,1,1,0,6.75,1971,3,54
ザ・トヨミタワー　マリン＆スカイ　イーストウイング,97800000,東京,中央,豊海町,都営大江戸線,勝どき,徒歩,10,44.9,1,1,1,1,0,10.82,2026,12,-1
コスモ市ヶ谷,98000000,東京,新宿,市谷甲良町,都営大江戸線,牛込柳町,徒歩,2,83.13,3,1,1,1,0,-,1986,3,39
ヴィルヌーブ文京・根津,98000000,東京,文京,根津１,東京メトロ千代田線,根津,徒歩,2,70.62,2,1,1,1,0,1,1995,11,30
グランド・ガーラ銀座,98000000,東京,中央,銀座１,東京メトロ有楽町線,新富町,徒歩,2,40.27,1,1,1,1,0,8.5,2007,8,18
アポセント千駄ヶ谷,98000000,東京,渋谷,千駄ヶ谷４,ＪＲ中央線,千駄ケ谷,徒歩,3,75.98,2,1,1,1,0,6.6,1974,2,51
ヴィルヌーブ文京根津,98000000,東京,文京,根津１,東京メトロ千代田線,根津,徒歩,2,70.62,2,1,1,1,0,-,1995,11,30
リフュージュK,98000000,東京,港,港南５,りんかい線,天王洲アイル,徒歩,15,79.86,2,1,1,1,0,15.72,2001,11,24
メゾン赤坂,98000000,東京,港,赤坂６,東京メトロ千代田線,赤坂,徒歩,6,66.22,2,1,1,1,0,12,1969,11,56
シティタワー品川,98000000,東京,港,港南４-13,ＪＲ山手線,品川,徒歩,10,73.89,2,1,1,1,0,18.51,2008,4,17
グランドガーラ銀座,98000000,東京,中央,銀座１,東京メトロ有楽町線,新富町,徒歩,2,40.27,1,1,1,1,0,8.5,2007,8,18
メゾン赤坂,98000000,東京,港,赤坂６-19-11,東京メトロ千代田線,赤坂,徒歩,6,66.22,2,1,1,1,0,12,1969,11,56
シティタワー品川,98000000,東京,港,港南４,ＪＲ山手線,品川,徒歩,10,73.89,2,1,1,1,0,18.51,2008,4,17
メゾン赤坂,98000000,東京,港,赤坂６,東京メトロ千代田線,赤坂,徒歩,6,66.22,2,1,1,1,0,12,1969,11,56
ヴィルヌーブ文京・根津,98000000,東京,文京,根津１,東京メトロ千代田線,根津,徒歩,2,70.62,2,1,1,1,0,-,1995,11,30
シティタワー品川,98000000,東京,港,港南４,ＪＲ山手線,品川,徒歩,11,73.89,2,1,1,1,0,18.51,2008,4,17
シティタワー品川,98000000,東京,港,港南４,ＪＲ山手線,品川,徒歩,10,73.89,2,1,1,1,0,18.51,2008,4,17
レジェンド岩本町Ａ館,98000000,東京,千代田,岩本町２,都営新宿線,岩本町,徒歩,6,56.32,1,0,0,0,0,-,1988,11,37
パークハイム三田,98000000,東京,港,三田２,都営三田線,白金高輪,徒歩,9,63.73,2,1,1,1,0,-,1981,10,44
メゾン赤坂,98000000,東京,港,赤坂６,東京メトロ千代田線,赤坂,徒歩,6,66.22,2,1,1,1,0,12,1969,11,56
メゾン赤坂,98000000,東京,港,赤坂６-19-11,東京メトロ千代田線,赤坂,徒歩,6,66.22,2,1,1,1,0,12,1969,11,56
パークハイム三田,98000000,東京,港,三田２,東京メトロ南北線,白金高輪,徒歩,9,63.73,2,1,1,1,0,-,1981,10,44
ヴィルヌーブ文京根津,98000000,東京,文京,根津１-16-8,東京メトロ千代田線,根津,徒歩,2,70.62,2,1,1,1,0,-,1995,11,30
メゾン赤坂,98000000,東京,港,赤坂６,東京メトロ千代田線,赤坂,徒歩,6,66.22,2,1,1,1,0,12,1969,11,56
パークハイム三田,98000000,東京,港,三田２,東京メトロ南北線,白金高輪,徒歩,9,63.73,2,1,1,1,0,-,1981,10,44
北参道ダイヤモンドパレス,98000000,東京,渋谷,千駄ヶ谷４,ＪＲ山手線,代々木,徒歩,4,75.16,1,0,0,0,0,8.13,1983,3,42
ヴィルヌーブ文京・根津,98000000,東京,文京,根津１-16-8,東京メトロ千代田線,根津,徒歩,2,70.62,2,1,1,1,0,-,1995,11,30
メゾン赤坂,98000000,東京,港,赤坂６,東京メトロ千代田線,赤坂,徒歩,6,66.22,2,1,1,1,0,12,1969,11,56
シティタワー品川,98000000,東京,港,港南４,ＪＲ山手線,品川,徒歩,10,73.89,2,1,1,1,0,18.51,2008,4,17
メゾン赤坂,98000000,東京,港,赤坂６-19-11,東京メトロ千代田線,赤坂,徒歩,6,66.22,2,1,1,1,0,12,1969,11,56
メゾン赤坂,98000000,東京,港,赤坂６-19-11,東京メトロ千代田線,赤坂,徒歩,6,66.22,2,1,1,1,0,12,1969,11,56
パークハイム三田,98000000,東京,港,三田２,都営三田線,白金高輪,徒歩,9,63.73,2,1,1,1,0,-,1981,10,44
パークホームズ市ヶ谷,98400000,東京,新宿,払方町,東京メトロ南北線,市ケ谷,徒歩,7,55.5,2,1,1,1,0,6.9,2003,2,22
シティタワー品川,98800000,東京,港,港南４,ＪＲ山手線,品川,徒歩,10,73.89,2,1,1,1,0,18.51,2008,4,17
パークリュクス西麻布,98800000,東京,港,西麻布１,東京メトロ千代田線,乃木坂,徒歩,7,41.32,1,1,1,1,0,6.08,2010,7,15
パルロイヤルアレフ赤坂,98800000,東京,港,赤坂７,東京メトロ千代田線,赤坂,徒歩,8,43.41,1,1,1,1,0,4.83,1997,7,28
パークリュクス西麻布,98800000,東京,港,西麻布１-14-4,東京メトロ千代田線,乃木坂,徒歩,7,41.32,1,1,1,1,0,6.08,2010,7,15
パークリュクス西麻布,98800000,東京,港,西麻布１,東京メトロ千代田線,乃木坂,徒歩,7,41.32,1,1,1,1,0,6.08,2010,7,15
パークリュクス西麻布,98800000,東京,港,西麻布１,東京メトロ千代田線,乃木坂,徒歩,7,41.32,1,1,1,1,0,6.08,2010,7,15
パークリュクス西麻布,98800000,東京,港,西麻布１,東京メトロ日比谷線,六本木,徒歩,10,41.32,1,1,1,1,0,6.08,2010,7,15
パークリュクス西麻布,98800000,東京,港,西麻布１,東京メトロ千代田線,乃木坂,徒歩,10,41.32,1,1,1,1,0,6.08,2010,7,15
西参道テラスH,98900000,東京,渋谷,代々木３,小田急線,参宮橋,徒歩,7,49.15,1,1,1,1,0,5.32,2019,1,6
西参道テラス,98900000,東京,渋谷,代々木３,小田急線,参宮橋,徒歩,7,49.15,1,0,0,0,0,-,2019,1,6
サンクタス代々木ヒルズ,99000000,東京,渋谷,代々木５,京王新線,初台,徒歩,8,58.47,1,0,0,0,0,9.53,1998,1,27
サンクタス代々木ヒルズ,99000000,東京,渋谷,代々木５-21-12,小田急線,参宮橋,徒歩,7,58.47,1,1,1,1,0,9.53,1998,1,27
サンクタス代々木ヒルズ,99000000,東京,渋谷,代々木５,小田急線,参宮橋,徒歩,7,58.47,1,1,1,1,0,9.53,1998,1,27
芝浦アイランドグローヴタワー,99000000,東京,港,芝浦４,ＪＲ山手線,田町,徒歩,9,51.1,1,1,1,1,0,10.03,2006,11,19
ラ・アトレ御苑内藤町グランガーデン,99000000,東京,新宿,内藤町,東京メトロ丸ノ内線,新宿御苑前,徒歩,7,54.14,1,1,1,1,0,7.26,1969,7,56
プラウドタワー芝浦,99800000,東京,港,芝浦４,ＪＲ山手線,田町,徒歩,11,40.27,1,1,1,1,0,5.06,2023,1,2
東京八重洲アムフラット,99800000,東京,中央,新川２,東京メトロ日比谷線,八丁堀,徒歩,3,56.06,2,1,1,1,0,4.85,1997,7,28
ベルメゾン文京白山,99800000,東京,文京,白山１-33-23,都営三田線,白山,徒歩,1,63.95,2,1,1,1,0,4.6,2004,2,21
ピアース西麻布×リノベ　,99800000,東京,港,西麻布３,東京メトロ日比谷線,広尾,徒歩,8,41.61,1,1,1,1,0,3.75,2004,11,21
パークホームズ南麻布ザレジデンス,99800000,東京,港,南麻布２,東京メトロ南北線,麻布十番,徒歩,7,55.97,2,1,1,1,0,11.31,2013,9,12
【東京駅徒歩圏内／リノベーション】日本橋八重洲デュー…,99800000,東京,中央,日本橋３,ＪＲ山手線,東京,徒歩,6,41.04,1,1,1,1,0,4.04,2004,12,21
ファミール銀座イースト,99800000,東京,中央,築地２,東京メトロ日比谷線,築地,徒歩,1,47.41,1,1,1,1,0,3.68,2004,3,21
プラウドタワー芝浦,99800000,東京,港,芝浦４,ＪＲ山手線,田町,徒歩,11,40.27,1,1,1,1,0,5.06,2023,1,2
ピアース神楽坂ＨＩＬＬＳ,99800000,東京,新宿,赤城下町,東京メトロ東西線,神楽坂,徒歩,2,53.9,1,1,1,1,1,-,2021,11,4
ファミール銀座イースト,99800000,東京,中央,築地２-4-6,東京メトロ有楽町線,新富町,徒歩,1,47.41,1,1,1,1,1,-,2004,3,21
SYFORME高田馬場Ⅱ,99800000,東京,新宿,下落合１-3-19,ＪＲ山手線,高田馬場,徒歩,3,40.37,2,1,1,1,0,3.71,2024,12,1
ベルメゾン文京白山,99800000,東京,文京,白山１-33-23,都営三田線,白山,徒歩,1,63.95,2,1,1,1,0,4.6,2004,2,21
ベルメゾン文京白山,99800000,東京,文京,白山１,都営三田線,白山,徒歩,1,63.95,2,1,1,1,0,4.6,2004,2,21
ベルメゾン文京白山,99800000,東京,文京,白山１,都営三田線,白山,徒歩,1,63.95,2,1,1,1,0,4.6,2004,2,21
ファミール銀座イースト,99800000,東京,中央,築地２,東京メトロ有楽町線,新富町,徒歩,1,47.41,1,1,1,1,0,-,2004,3,21
日本橋八重洲デュープレックスポーション,99800000,東京,中央,日本橋３,東京メトロ銀座線,日本橋,徒歩,6,41.04,1,1,1,1,0,4.04,2004,1,21
ベルメゾン文京白山,99800000,東京,文京,白山１,都営三田線,白山,徒歩,1,63.95,2,1,1,1,0,4.6,2004,2,21
ザ・パームス　東中野　Ⅱ,99800000,東京,新宿,上落合２,東京メトロ東西線,落合,徒歩,2,74.27,3,1,1,1,0,11.18,2002,4,23
ベルメゾン文京白山,99800000,東京,文京,白山１,都営三田線,白山,徒歩,1,63.95,2,1,1,1,0,4.6,2004,2,21
ザ・パークハウス麻布外苑西通り,99800000,東京,港,西麻布２-6-2,東京メトロ千代田線,乃木坂,徒歩,9,43.97,1,0,1,1,0,-,2018,3,7
ベルメゾン文京白山,99800000,東京,文京,白山１-33-24,都営三田線,白山,徒歩,1,63.95,2,1,1,1,0,4.6,2004,2,21
日本橋八重洲デュープレックスポーション,99800000,東京,中央,日本橋３,東京メトロ銀座線,日本橋,徒歩,4,41.04,1,1,1,1,0,4.04,2004,12,21
ヴィエッティ西新宿,99800000,東京,新宿,西新宿４,都営大江戸線,西新宿五丁目,徒歩,6,106.75,3,1,1,1,0,17.08,1989,7,36
ファミール銀座イースト　角部屋　新規リノベーション住…,99800000,東京,中央,築地２,東京メトロ有楽町線,新富町,徒歩,1,47.41,1,1,1,1,1,3.5,2004,3,21
ベルメゾン文京白山,99800000,東京,文京,白山１-33-23,都営三田線,白山,徒歩,1,63.95,2,1,1,1,0,4.6,2004,2,21
日本橋八重洲デュープレックススポーション,99800000,東京,中央,日本橋３-5-9,東京メトロ銀座線,日本橋,徒歩,4,41.04,1,1,1,1,0,4.04,2004,12,21
ＳＹＦＯＲＭＥ　ＴＡＫＡＤＡＮＯＢＡＢＡⅡ,99800000,東京,新宿,下落合１,西武新宿線,高田馬場,徒歩,3,40.37,2,1,1,1,0,3.71,2024,12,1
クレストシティレジデンス,99800000,東京,中央,勝どき５,都営大江戸線,勝どき,徒歩,7,70.31,2,1,1,1,0,11.5,2007,2,18
日本橋八重洲デュープレックスポーション,99800000,東京,中央,日本橋３,東京メトロ銀座線,日本橋,徒歩,4,41.04,1,1,1,1,0,4.04,2004,12,21
ベルメゾン文京白山,99800000,東京,文京,白山１,都営三田線,白山,徒歩,1,63.95,3,0,1,1,0,4.6,2004,2,21
麻布十番ハウス,99800000,東京,港,麻布十番２,東京メトロ南北線,麻布十番,徒歩,1,50.0,1,1,1,1,1,6.72,1981,10,44
パークスクエア小石川,99800000,東京,文京,小石川１,都営三田線,春日,徒歩,3,55.71,1,1,1,1,1,5.09,2000,2,25
MID TOWER GRAND,99800000,東京,中央,月島１,東京メトロ有楽町線,月島,徒歩,2,42.05,1,1,1,1,0,5.7,2020,10,5
ベルメゾン文京白山,99800000,東京,文京,白山１,都営三田線,白山,徒歩,1,63.95,2,1,1,1,0,4.6,2004,2,21
東新宿レジデンシャルタワー,99800000,東京,新宿,歌舞伎町２,都営大江戸線,東新宿,徒歩,1,62.04,2,1,1,1,0,4.8,2001,2,24
クレストフォルム月島サウススクエア,99800000,東京,中央,佃２,東京メトロ有楽町線,月島,徒歩,1,62.72,2,1,1,1,0,9.9,2004,5,21
エフローレ日本橋浜町,99800000,東京,中央,日本橋浜町２,都営新宿線,浜町,徒歩,4,61.0,2,1,1,1,0,8.62,2005,4,20
ＧＲＥＥＮ　ＰＡＲＫ　文京白山,99800000,東京,文京,白山１,都営三田線,白山,徒歩,3,50.03,2,1,1,1,0,4.92,2023,10,2
三田ダイヤモンドパレス B棟,99800000,東京,港,三田４,都営浅草線,三田,徒歩,10,90.26,3,1,1,1,0,17.84,1980,1,45
シーフォルム高田馬場Ⅱ,99800000,東京,新宿,下落合１,ＪＲ山手線,高田馬場,徒歩,3,40.37,2,1,1,1,0,3.71,2024,12,1
ファミール銀座イースト,99800000,東京,中央,築地２,東京メトロ有楽町線,新富町,徒歩,1,47.41,1,1,1,1,0,3.68,2004,3,21
広尾センターハイツ,99800000,東京,渋谷,広尾５,東京メトロ日比谷線,広尾,徒歩,8,65.52,1,1,1,1,0,8.19,1982,8,43
ファミール銀座イースト,99800000,東京,中央,築地２,東京メトロ有楽町線,新富町,徒歩,1,47.41,1,1,1,1,0,3.68,2004,3,21
東新宿レジデンシャルタワー,99800000,東京,新宿,歌舞伎町２,都営大江戸線,東新宿,徒歩,1,62.04,2,1,1,1,0,4.8,2001,3,24
シーフォルム高田馬場Ⅱ,99800000,東京,新宿,下落合１,ＪＲ山手線,高田馬場,徒歩,3,40.37,2,1,1,1,0,3.71,2024,12,1
ファミール銀座イースト,99800000,東京,中央,築地２,東京メトロ有楽町線,新富町,徒歩,1,47.41,1,1,1,1,0,1,2004,3,21
オープンレジデンシア本郷の杜,99800000,東京,文京,本郷７,都営大江戸線,本郷三丁目,徒歩,2,45.07,2,1,1,1,0,3.87,2024,8,1
アイタウン・レピア,99900000,東京,新宿,西新宿６-21-1,都営大江戸線,都庁前,徒歩,7,54.42,1,1,1,1,0,-,1994,10,31
アイタウン・レピア,99900000,東京,新宿,西新宿６,東京メトロ丸ノ内線,西新宿,徒歩,10,54.42,1,1,1,1,0,-,1994,10,31
シャンボール第二築地,99900000,東京,中央,勝どき５,都営大江戸線,勝どき,徒歩,10,83.06,2,1,1,1,0,9.4,1973,8,52
シティタワー品川,99900000,東京,港,港南４,ＪＲ山手線,品川,徒歩,10,76.27,2,1,1,1,0,13.97,2008,4,17
新宿スカイプラザ,99900000,東京,新宿,大久保２-18-10,東京メトロ副都心線,東新宿,徒歩,4,92.79,3,1,1,1,0,7.85,1971,8,54
パシフィック松濤マンション,99900000,東京,渋谷,松濤１,ＪＲ山手線,渋谷,徒歩,13,66.96,2,1,1,1,0,7.25,1973,3,52
ザ・パークハウス渋谷笹塚,99980000,東京,渋谷,幡ヶ谷３-37-18,京王線,笹塚,徒歩,9,54.86,2,1,1,1,0,8.77,2018,6,7
日本橋Habitation,99990000,東京,中央,日本橋箱崎町,東京メトロ半蔵門線,水天宮前,徒歩,3,70.93,3,1,1,1,0,21.34,1983,9,42
日本橋アビタシオン,99990000,東京,中央,日本橋箱崎町,東京メトロ半蔵門線,水天宮前,徒歩,3,70.93,3,1,1,1,0,21.34,1983,9,42
ライオンズマンション箱崎町,99990000,東京,中央,日本橋箱崎町,東京メトロ半蔵門線,水天宮前,徒歩,4,75.22,3,1,1,1,0,7.8,1980,11,45
シティテラス代々木公園,99990000,東京,渋谷,代々木５,小田急線,代々木八幡,徒歩,7,42.12,1,1,1,1,0,9.45,2014,1,11
ライオンズマンション箱崎町,99990000,東京,中央,日本橋箱崎町37-4,東京メトロ半蔵門線,水天宮前,徒歩,4,75.22,3,1,1,1,0,7.8,1980,11,45
ライオンズマンション箱崎町,99990000,東京,中央,日本橋箱崎町,東京メトロ半蔵門線,水天宮前,徒歩,4,75.22,3,1,1,1,0,7.8,1980,11,45
日本橋アビタシオン,99990000,東京,中央,日本橋箱崎町,東京メトロ半蔵門線,水天宮前,徒歩,3,70.93,3,1,1,1,0,21.34,1983,9,42
フォルム小石川,99990000,東京,文京,小石川３,都営三田線,春日,徒歩,4,60.19,2,1,1,1,0,3.65,1990,9,35
ライオンズマンション箱崎町,99990000,東京,中央,日本橋箱崎町,東京メトロ半蔵門線,水天宮前,徒歩,4,75.22,3,1,1,1,0,7.8,1980,11,45
フォルム小石川,99990000,東京,文京,小石川３,都営三田線,春日,徒歩,4,60.19,2,1,1,1,0,3.65,1990,9,35
フォルム小石川,99990000,東京,文京,小石川３,都営三田線,春日,徒歩,4,60.19,2,1,1,1,0,3.65,1990,9,35
ライオンズマンション箱崎町,99990000,東京,中央,日本橋箱崎町３７-４,東京メトロ半蔵門線,水天宮前,徒歩,4,75.22,3,1,1,1,0,7.8,1980,11,45
日本橋アビタシオン,99990000,東京,中央,日本橋箱崎町２９-１,東京メトロ半蔵門線,水天宮前,徒歩,3,70.93,3,1,1,1,0,21.34,1983,9,42
リビオ新宿ザ・レジデンス,101000000,東京,新宿,北新宿２,東京メトロ丸ノ内線,中野坂上,徒歩,6,53.34,2,1,1,1,0,7.72,2015,2,10
ザ・パームス日本橋リバーサイドタワー,101300000,東京,中央,東日本橋２,ＪＲ総武線快速,馬喰町,徒歩,4,62.1,2,1,1,1,0,7.8,1998,2,27
シャトー文京,101800000,東京,文京,西片１-15-19,都営三田線,春日,徒歩,3,89.96,2,0,1,1,0,-,1970,6,55
シャトー文京,101800000,東京,文京,西片１,都営三田線,春日,徒歩,3,89.96,2,1,1,1,0,5,1970,6,55
シャトー文京,101800000,東京,文京,西片１,都営三田線,春日,徒歩,3,89.96,2,0,1,1,0,1,1970,6,55
シャトー文京,101800000,東京,文京,西片１,都営三田線,春日,徒歩,3,89.96,2,1,1,1,0,5,1970,6,55
シャトー文京,101800000,東京,文京,西片１,都営三田線,春日,徒歩,3,89.96,2,0,1,1,0,-,1970,6,55
シャトー文京,101800000,東京,文京,西片１,都営三田線,春日,徒歩,3,89.96,2,0,1,1,0,-,1970,6,55
シャトー文京,101800000,東京,文京,西片１,都営大江戸線,春日,徒歩,3,89.96,2,0,1,1,0,1,1970,6,55
シャトー文京,101800000,東京,文京,西片１-15-19,都営三田線,春日,徒歩,3,89.96,2,0,1,1,0,7.6,1970,6,55
