apt_name,total Price,prefecture,city,town,line,station,way,walking time,area [m2],room,L,D,K,S,balcony [m2],date_month,age,population,price/m2,count,popularity
オープンレジデンシア代々木公園,78800000,東京,渋谷,代々木５,小田急線,代々木八幡,徒歩,6,43.45,1,1,1,1,0,8.894773996952768,1,5,231402.0,1813578.826237054,1208,0.5220352460220741
グランドメゾン元赤坂,78800000,東京,港,元赤坂１,東京メトロ丸ノ内線,赤坂見附,徒歩,5,45.9,1,1,1,1,0,5.88,10,42,267780.0,1716775.5991285404,1955,0.7300769288221675
グランドメゾン元赤坂,78800000,東京,港,元赤坂１,東京メトロ丸ノ内線,赤坂見附,徒歩,6,45.9,1,1,1,1,0,5.88,10,42,267780.0,1716775.5991285404,1955,0.7300769288221675
デュオ・スカーラ西麻布タワーWEST,78800000,東京,港,西麻布１,東京メトロ日比谷線,六本木,徒歩,5,41.41,1,0,1,1,0,4.37,11,22,267780.0,1902921.999517025,1955,0.7300769288221675
グランドメゾン元赤坂,78800000,東京,港,元赤坂１,東京メトロ丸ノ内線,赤坂見附,徒歩,5,45.9,1,1,1,1,0,5.88,10,42,267780.0,1716775.5991285404,1955,0.7300769288221675
Ｂｒｉｌｌｉａ月島四丁目,78900000,東京,中央,月島４,都営大江戸線,月島,徒歩,3,41.3,1,1,1,1,0,6.3,11,1,187404.0,1910411.622276029,1127,0.6013745704467355
サンビューハイツ代々木,78980000,東京,渋谷,代々木５-21-16,小田急線,参宮橋,徒歩,7,53.73,1,1,1,1,0,8.894773996952768,3,46,231402.0,1469942.3041131585,1208,0.5220352460220741
サンビューハイツ代々木,78980000,東京,渋谷,代々木５,小田急線,参宮橋,徒歩,7,53.73,1,1,1,1,0,8.894773996952768,3,46,231402.0,1469942.3041131585,1208,0.5220352460220741
サンビューハイツ代々木,78980000,東京,渋谷,代々木５-21-16,小田急線,参宮橋,徒歩,7,61.86,1,1,1,1,0,8.0,3,46,231402.0,1276753.9605560945,1208,0.5220352460220741
グランドステージ初台,79500000,東京,渋谷,本町３,都営大江戸線,西新宿五丁目,徒歩,3,77.52,2,1,1,1,1,4.2,11,27,231402.0,1025541.7956656347,1208,0.5220352460220741
グランドステージ初台,79500000,東京,渋谷,本町３,都営大江戸線,西新宿五丁目,徒歩,3,77.52,2,1,1,1,1,4.2,11,27,231402.0,1025541.7956656347,1208,0.5220352460220741
カインドステージ四谷三丁目,79700000,東京,新宿,荒木町,東京メトロ丸ノ内線,四谷三丁目,徒歩,4,56.5,2,1,1,1,0,3.36,8,26,352717.0,1410619.4690265488,1294,0.36686635461290495
シャンボール南麻布,79770000,東京,港,南麻布３,東京メトロ南北線,白金高輪,徒歩,11,49.58,1,1,1,1,1,2.35,8,45,267780.0,1608914.885034288,1955,0.7300769288221675
ディアナコート文京本郷台,79800000,東京,文京,湯島３,東京メトロ千代田線,湯島,徒歩,2,39.14,1,1,1,1,0,10.53,9,8,235345.0,2038834.9514563107,644,0.27364082517155663
センチュリー初台,79800000,東京,渋谷,初台１,京王新線,初台,徒歩,2,58.64,2,1,1,1,0,1.3,2,8,231402.0,1360845.8390177353,1208,0.5220352460220741
クオリア南麻布,79800000,東京,港,南麻布４,東京メトロ日比谷線,広尾,徒歩,4,43.45,1,1,1,1,0,5.67,3,19,267780.0,1836593.7859608745,1955,0.7300769288221675
ライフピア新宿中落合（複数線路利用可の資産性×202…,79800000,東京,新宿,中落合２-8-24,西武新宿線,下落合,徒歩,4,57.58,2,1,1,1,0,6.09,10,12,352717.0,1385897.881208753,1294,0.36686635461290495
三田聖坂ガーデンレジデンス,79800000,東京,港,三田４,都営三田線,三田,徒歩,6,33.67,1,0,0,1,0,5.8,6,2,267780.0,2370062.37006237,1955,0.7300769288221675
ジェイパーク芝浦ベイサイドスクエア,79800000,東京,港,海岸２,新交通ゆりかもめ,日の出,徒歩,3,55.03,1,1,1,1,0,17.15,7,25,267780.0,1450118.1173905141,1955,0.7300769288221675
オープンレジデンス幡ヶ谷,79800000,東京,渋谷,本町５,京王新線,幡ヶ谷,徒歩,8,65.72,2,1,1,1,0,2.4,8,13,231402.0,1214242.2398052344,1208,0.5220352460220741
イトーピアエステシオン千駄木,79800000,東京,文京,千駄木３,東京メトロ千代田線,千駄木,徒歩,2,73.13,2,1,1,1,0,8.18,3,36,235345.0,1091207.438807603,644,0.27364082517155663
ザ・パークハウス西新宿タワー60,79800000,東京,新宿,西新宿５,都営大江戸線,西新宿五丁目,徒歩,7,35.66,1,0,0,0,0,10.54,8,8,352717.0,2237801.4582164893,1294,0.36686635461290495
小石川安藤坂東方マンション,79800000,東京,文京,春日１,東京メトロ丸ノ内線,後楽園,徒歩,7,74.05,2,1,1,1,1,5.8,5,48,235345.0,1077650.2363268062,644,0.27364082517155663
フォルトゥナ日本橋,79800000,東京,中央,日本橋小舟町,東京メトロ銀座線,三越前,徒歩,7,45.17,1,1,1,1,0,5.33,3,24,187404.0,1766659.2871374805,1127,0.6013745704467355
ガーデンアルバ幡ヶ谷,79800000,東京,渋谷,幡ヶ谷２,京王新線,幡ヶ谷,徒歩,5,61.87,1,1,1,1,1,5.92,1,30,231402.0,1289801.196056247,1208,0.5220352460220741
リビオレゾン三田,79800000,東京,港,芝５,都営三田線,三田,徒歩,4,34.54,1,1,1,1,0,4.54,2,2,267780.0,2310364.794441228,1955,0.7300769288221675
シエン・コンドミニオ,79800000,東京,新宿,百人町２,ＪＲ中央線,大久保,徒歩,5,64.84,2,1,1,1,0,10.65,11,25,352717.0,1230721.776681061,1294,0.36686635461290495
阿保日興ロイヤルパレス二番町,79800000,東京,千代田,二番町3-4,東京メトロ有楽町線,麹町,徒歩,1,54.32,2,1,1,1,0,2.7,1,45,68835.0,1469072.1649484537,323,0.46923803297740974
プリンスハイツ西早稲田,79800000,東京,新宿,西早稲田２,東京メトロ副都心線,西早稲田,徒歩,7,72.5,3,1,1,1,0,2.79,3,26,352717.0,1100689.6551724137,1294,0.36686635461290495
レックス赤坂レジデンス,79800000,東京,港,赤坂２,東京メトロ千代田線,赤坂,徒歩,3,38.09,1,1,1,1,0,3.51,2,22,267780.0,2095038.0677343132,1955,0.7300769288221675
クオリア代々木,79800000,東京,渋谷,千駄ヶ谷４,ＪＲ山手線,代々木,徒歩,4,35.17,1,1,1,1,0,5.91,2,20,231402.0,2268979.2436735854,1208,0.5220352460220741
レフィール銀座フロント,79800000,東京,中央,築地４,東京メトロ日比谷線,東銀座,徒歩,4,41.17,1,1,1,1,0,6.02,2,20,187404.0,1938304.590721399,1127,0.6013745704467355
アスデュール日本橋人形町,79800000,東京,中央,日本橋堀留町２,東京メトロ日比谷線,人形町,徒歩,2,41.05,1,1,1,1,0,6.22,11,6,187404.0,1943970.7673568819,1127,0.6013745704467355
シティハウス東京八重洲通り,79800000,東京,中央,新川２,東京メトロ日比谷線,八丁堀,徒歩,3,40.0,1,1,1,1,0,3.74,11,6,187404.0,1995000.0,1127,0.6013745704467355
ベラカーサ秋葉原,79800000,東京,千代田,神田佐久間町４,ＪＲ総武線,秋葉原,徒歩,7,56.47,1,1,1,1,0,5.6,3,19,68835.0,1413139.7202054188,323,0.46923803297740974
クオリア後楽園,79800000,東京,文京,後楽２,東京メトロ丸ノ内線,後楽園,徒歩,6,55.45,1,1,1,1,0,4.24,3,21,235345.0,1439134.3552750226,644,0.27364082517155663
ブランシエラおとめ山公園,79800000,東京,新宿,下落合２,東京メトロ東西線,高田馬場,徒歩,7,49.63,2,1,1,1,0,4.96,2,11,352717.0,1607898.4485190408,1294,0.36686635461290495
マンション白金台,79800000,東京,港,白金台３,東京メトロ南北線,白金台,徒歩,3,52.4,1,1,1,1,1,6.77,9,48,267780.0,1522900.7633587786,1955,0.7300769288221675
ディアハイム根津,79800000,東京,文京,根津２,東京メトロ千代田線,根津,徒歩,4,65.02,2,1,1,1,0,5.22,4,24,235345.0,1227314.6724084897,644,0.27364082517155663
川口アパートメント,79800000,東京,文京,春日２,東京メトロ丸ノ内線,後楽園,徒歩,10,146.85,3,1,1,1,1,8.894773996952768,9,61,235345.0,543411.64453524,644,0.27364082517155663
セブンハウス目白,79900000,東京,新宿,下落合３,ＪＲ山手線,目白,徒歩,9,72.65,1,1,1,1,0,8.894773996952768,3,14,352717.0,1099793.5306262902,1294,0.36686635461290495
南平台セントラルハイツ,79900000,東京,渋谷,南平台町,ＪＲ山手線,渋谷,徒歩,10,69.87,2,1,1,1,1,14.14,6,53,231402.0,1143552.311435523,1208,0.5220352460220741
小石川ハイツ,79900000,東京,文京,小石川５,東京メトロ丸ノ内線,茗荷谷,徒歩,6,77.8,3,1,1,1,0,1.0,6,42,235345.0,1026992.2879177378,644,0.27364082517155663
デュオ・スカーラ麹町,79900000,東京,千代田,麹町２-６,東京メトロ有楽町線,麹町,徒歩,3,41.28,1,1,1,1,0,6.02,6,22,68835.0,1935562.015503876,323,0.46923803297740974
デュオ・スカーラ麹町,79900000,東京,千代田,麹町２,東京メトロ半蔵門線,半蔵門,徒歩,3,41.28,1,1,1,1,0,6.02,6,22,68835.0,1935562.015503876,323,0.46923803297740974
デュオ・スカーラ麹町,79900000,東京,千代田,麹町２,東京メトロ半蔵門線,半蔵門,徒歩,3,41.28,1,1,1,1,0,6.02,6,22,68835.0,1935562.015503876,323,0.46923803297740974
デュオ・スカーラ麹町,79900000,東京,千代田,麹町２,東京メトロ有楽町線,麹町,徒歩,3,41.28,1,1,1,1,0,6.02,6,22,68835.0,1935562.015503876,323,0.46923803297740974
デュオ・スカーラ麹町,79900000,東京,千代田,麹町２,東京メトロ半蔵門線,半蔵門,徒歩,3,41.28,1,1,1,1,0,6.02,6,22,68835.0,1935562.015503876,323,0.46923803297740974
デュオ・スカーラ麹町,79900000,東京,千代田,麹町２-6,東京メトロ半蔵門線,半蔵門,徒歩,3,41.28,1,1,1,1,0,6.02,6,22,68835.0,1935562.015503876,323,0.46923803297740974
デュオ・スカーラ麹町,79900000,東京,千代田,麹町２,東京メトロ半蔵門線,半蔵門,徒歩,3,41.28,1,1,1,1,0,6.02,6,22,68835.0,1935562.015503876,323,0.46923803297740974
ニュー九段マンション,79980000,東京,千代田,九段南４,都営新宿線,市ケ谷,徒歩,2,59.95,3,1,1,1,0,5.5,10,55,68835.0,1334111.7597998332,323,0.46923803297740974
ニュー九段マンション,79980000,東京,千代田,九段南４-6-13,東京メトロ有楽町線,市ケ谷,徒歩,2,59.95,3,1,1,1,0,5.5,10,55,68835.0,1334111.7597998332,323,0.46923803297740974
マンション麻布三の橋,79980000,東京,港,南麻布２-10-10,都営三田線,白金高輪,徒歩,7,61.66,2,1,1,1,0,8.25,11,45,267780.0,1297113.2014271815,1955,0.7300769288221675
ニュー九段マンション,79980000,東京,千代田,九段南４-6-13,ＪＲ総武線,市ケ谷,徒歩,2,59.95,3,1,1,1,0,5.5,10,55,68835.0,1334111.7597998332,323,0.46923803297740974
マンション麻布三の橋,79980000,東京,港,南麻布２,都営三田線,白金高輪,徒歩,7,61.66,2,1,1,1,0,8.25,11,45,267780.0,1297113.2014271815,1955,0.7300769288221675
ニュー九段マンション,79980000,東京,千代田,九段南４-6-13,ＪＲ総武線,市ケ谷,徒歩,2,59.95,3,1,1,1,0,5.5,10,55,68835.0,1334111.7597998332,323,0.46923803297740974
ニュー九段マンション,79980000,東京,千代田,九段南４,都営新宿線,市ケ谷,徒歩,2,64.72,1,0,1,1,1,1.0,10,55,68835.0,1235784.9196538937,323,0.46923803297740974
ニュー九段マンション,79980000,東京,千代田,九段南４,都営新宿線,市ケ谷,徒歩,2,59.95,3,1,1,1,0,5.5,10,55,68835.0,1334111.7597998332,323,0.46923803297740974
マンション麻布三の橋,79980000,東京,港,南麻布２-10-10,都営三田線,白金高輪,徒歩,7,61.66,2,1,1,1,0,8.25,11,45,267780.0,1297113.2014271815,1955,0.7300769288221675
ニュー九段マンション,79980000,東京,千代田,九段南４-6-13,東京メトロ有楽町線,市ケ谷,徒歩,2,59.95,3,1,1,1,0,5.5,10,55,68835.0,1334111.7597998332,323,0.46923803297740974
ニュー九段マンション,79980000,東京,千代田,九段南４-6-13,ＪＲ総武線,市ケ谷,徒歩,2,59.95,3,1,1,1,0,5.5,10,55,68835.0,1334111.7597998332,323,0.46923803297740974
ニュー九段マンション,79980000,東京,千代田,九段南４,東京メトロ有楽町線,市ケ谷,徒歩,2,59.95,3,1,1,1,0,5.5,10,55,68835.0,1334111.7597998332,323,0.46923803297740974
マンション麻布三の橋,79980000,東京,港,南麻布２,東京メトロ南北線,白金高輪,徒歩,6,61.66,2,0,1,1,0,8.25,11,45,267780.0,1297113.2014271815,1955,0.7300769288221675
グロ一イン新宿御苑,79990000,東京,新宿,新宿１,東京メトロ丸ノ内線,新宿御苑前,徒歩,3,55.08,1,1,1,1,1,7.14,12,40,352717.0,1452251.270878722,1294,0.36686635461290495
白金グランドハイツ,79990000,東京,港,白金４,東京メトロ南北線,白金高輪,徒歩,7,54.0,2,1,1,1,0,7.02,3,42,267780.0,1481296.2962962964,1955,0.7300769288221675
ルモン広尾,79990000,東京,渋谷,広尾１,ＪＲ山手線,恵比寿,徒歩,3,46.98,2,1,1,1,0,3.36,8,46,231402.0,1702639.4210302257,1208,0.5220352460220741
PARK LANE渋谷本町,79990000,東京,渋谷,本町４,都営大江戸線,西新宿五丁目,徒歩,5,51.07,1,1,1,1,0,3.57,3,16,231402.0,1566281.574309771,1208,0.5220352460220741
グローイン新宿御苑,79990000,東京,新宿,新宿１,東京メトロ丸ノ内線,新宿御苑前,徒歩,3,55.08,1,1,1,1,1,7.14,12,40,352717.0,1452251.270878722,1294,0.36686635461290495
ＰＡＲＫ　ＬＡＮＥ　渋谷本町,79990000,東京,渋谷,本町４-8-13,都営大江戸線,西新宿五丁目,徒歩,5,51.07,1,1,1,1,0,3.57,3,16,231402.0,1566281.574309771,1208,0.5220352460220741
グローイン新宿御苑,79990000,東京,新宿,新宿１-23-6,東京メトロ丸ノ内線,新宿御苑前,徒歩,3,55.08,1,1,1,1,1,7.14,12,40,352717.0,1452251.270878722,1294,0.36686635461290495
白金グランドハイツ,79990000,東京,港,白金４-2-8,東京メトロ南北線,白金高輪,徒歩,7,54.0,2,1,1,1,0,7.02,3,42,267780.0,1481296.2962962964,1955,0.7300769288221675
グローイン新宿御苑,79990000,東京,新宿,新宿１,東京メトロ丸ノ内線,新宿御苑前,徒歩,3,55.08,1,1,1,1,1,7.14,12,40,352717.0,1452251.270878722,1294,0.36686635461290495
白金グランドハイツ,79990000,東京,港,白金４,都営三田線,白金高輪,徒歩,7,54.0,2,1,1,1,0,7.02,3,42,267780.0,1481296.2962962964,1955,0.7300769288221675
ルモン広尾,79990000,東京,渋谷,広尾１,ＪＲ山手線,恵比寿,徒歩,3,46.98,2,1,1,1,0,3.36,8,46,231402.0,1702639.4210302257,1208,0.5220352460220741
シティタワー新宿新都心,80000000,東京,新宿,西新宿４,都営大江戸線,西新宿五丁目,徒歩,2,37.05,1,1,1,1,0,6.13,2,20,352717.0,2159244.2645074227,1294,0.36686635461290495
イトーピアエステシオン千駄木,80000000,東京,文京,千駄木３,東京メトロ千代田線,千駄木,徒歩,2,73.13,2,1,1,1,0,8.18,3,36,235345.0,1093942.294543963,644,0.27364082517155663
ノア芝大門,80000000,東京,港,芝大門１,都営大江戸線,大門,徒歩,2,56.63,1,0,0,0,0,13.86,1,42,267780.0,1412678.7921596325,1955,0.7300769288221675
チュリス氷川坂,80800000,東京,港,赤坂６,東京メトロ千代田線,赤坂,徒歩,10,55.26,1,1,1,1,0,3.29,3,47,267780.0,1462178.7911690192,1955,0.7300769288221675
マンションアクロス代々木,81000000,東京,渋谷,代々木３,小田急線,参宮橋,徒歩,3,50.86,2,1,1,1,0,8.894773996952768,10,30,231402.0,1592607.1569012976,1208,0.5220352460220741
イニシアイオ高田馬場,81900000,東京,新宿,高田馬場３-18-22,ＪＲ山手線,高田馬場,徒歩,9,58.19,2,1,1,1,0,6.36,2,13,352717.0,1407458.326172882,1294,0.36686635461290495
イニシアイオ高田馬場,81900000,東京,新宿,高田馬場３-18-22,ＪＲ山手線,高田馬場,徒歩,11,58.19,2,1,1,1,0,6.36,2,13,352717.0,1407458.326172882,1294,0.36686635461290495
イニシアイオ高田馬場,81900000,東京,新宿,高田馬場３-１８－２２,ＪＲ山手線,高田馬場,徒歩,9,58.19,2,1,1,1,0,6.36,2,13,352717.0,1407458.326172882,1294,0.36686635461290495
イニシアイオ高田馬場,81900000,東京,新宿,高田馬場３-18-22,ＪＲ山手線,高田馬場,徒歩,13,58.19,2,1,1,1,0,6.36,2,13,352717.0,1407458.326172882,1294,0.36686635461290495
イニシアイオ高田馬場,81900000,東京,新宿,高田馬場３-18-22,西武新宿線,下落合,徒歩,6,58.19,2,1,1,1,0,6.36,2,13,352717.0,1407458.326172882,1294,0.36686635461290495
イニシアイオ高田馬場,81900000,東京,新宿,高田馬場３-18-22,西武新宿線,下落合,徒歩,6,58.19,2,1,1,1,0,6.36,2,13,352717.0,1407458.326172882,1294,0.36686635461290495
サンクタス市ヶ谷富久町ウエストテラス,82000000,東京,新宿,富久町,都営新宿線,曙橋,徒歩,7,66.71,1,1,1,1,1,3.97,10,16,352717.0,1229201.0193374308,1294,0.36686635461290495
ノア芝大門,82000000,東京,港,芝大門１-4-4,都営浅草線,大門,徒歩,3,54.42,3,0,0,1,0,13.86,1,42,267780.0,1506798.9709665563,1955,0.7300769288221675
ノア芝大門,82000000,東京,港,芝大門１-4-4,都営大江戸線,大門,徒歩,2,54.42,3,0,0,1,0,13.86,1,42,267780.0,1506798.9709665563,1955,0.7300769288221675
アンバサダー六本木,82600000,東京,港,六本木３,東京メトロ南北線,六本木一丁目,徒歩,4,56.01,1,1,1,1,1,2.43,2,46,267780.0,1474736.6541688985,1955,0.7300769288221675
ライオンズプラザ初台グランフォート,82800000,東京,渋谷,初台１,京王新線,初台,徒歩,6,68.94,2,1,1,1,0,2.82,2,21,231402.0,1201044.3864229766,1208,0.5220352460220741
根津シティタワー,82800000,東京,文京,根津２,東京メトロ千代田線,根津,徒歩,5,55.03,1,1,1,1,0,5.04,6,27,235345.0,1504633.8360894057,644,0.27364082517155663
芝浦アイランドケープタワー,82800000,東京,港,芝浦４,ＪＲ山手線,田町,徒歩,12,44.1,1,0,0,1,0,11.83,10,19,267780.0,1877551.0204081633,1955,0.7300769288221675
セザール代々木,82800000,東京,渋谷,代々木３,都営大江戸線,代々木,徒歩,7,54.0,3,0,1,1,0,6.4,3,29,231402.0,1533333.3333333333,1208,0.5220352460220741
シティハウス代々木,82800000,東京,渋谷,代々木１,ＪＲ山手線,代々木,徒歩,3,36.04,1,1,1,1,0,5.5,11,1,231402.0,2297447.2807991123,1208,0.5220352460220741
エクセレントシティ文京江戸川橋,82900000,東京,文京,水道２,東京メトロ有楽町線,江戸川橋,徒歩,5,55.01,2,1,1,1,0,6.85,2,10,235345.0,1506998.7275040902,644,0.27364082517155663
浜町グランドハイツ,82990000,東京,中央,日本橋中洲,東京メトロ半蔵門線,水天宮前,徒歩,5,65.78,3,1,1,1,0,9.23,8,49,187404.0,1261629.6746731529,1127,0.6013745704467355
浜町グランドハイツ,82990000,東京,中央,日本橋中洲1-5,東京メトロ半蔵門線,水天宮前,徒歩,5,65.78,3,1,1,1,0,9.23,8,49,187404.0,1261629.6746731529,1127,0.6013745704467355
浜町グランドハイツ,82990000,東京,中央,日本橋中洲,東京メトロ半蔵門線,水天宮前,徒歩,5,65.78,3,1,1,1,0,9.23,8,49,187404.0,1261629.6746731529,1127,0.6013745704467355
浜町グランドハイツ,82990000,東京,中央,日本橋中洲１-５,東京メトロ半蔵門線,水天宮前,徒歩,5,65.78,3,1,1,1,0,9.23,8,49,187404.0,1261629.6746731529,1127,0.6013745704467355
パークリュクス銀座mono,83000000,東京,中央,銀座８-１８－７,都営大江戸線,築地市場,徒歩,3,30.86,1,1,1,1,0,3.5,2,9,187404.0,2689565.7809462086,1127,0.6013745704467355
Garden Terrace GINZA EAST,83000000,東京,中央,築地７,東京メトロ日比谷線,築地,徒歩,6,45.16,2,1,1,1,0,9.44,11,7,187404.0,1837909.654561559,1127,0.6013745704467355
秀和第二南平台レジデンス,83000000,東京,渋谷,南平台町,京王井の頭線,神泉,徒歩,8,70.08,2,1,1,1,0,5.0,9,55,231402.0,1184360.7305936073,1208,0.5220352460220741
麻布永坂レジデンス,83000000,東京,港,六本木５-13-9,東京メトロ南北線,麻布十番,徒歩,5,68.8,1,1,1,1,0,8.894773996952768,12,55,267780.0,1206395.3488372094,1955,0.7300769288221675
グリーンパーク神田,83000000,東京,千代田,神田須田町２,ＪＲ山手線,秋葉原,徒歩,3,51.48,1,1,1,1,0,4.29,1,21,68835.0,1612276.6122766123,323,0.46923803297740974
小石川ハウス,83500000,東京,文京,小石川４,東京メトロ丸ノ内線,茗荷谷,徒歩,9,83.71,2,1,1,1,0,9.72,10,57,235345.0,997491.3391470554,644,0.27364082517155663
パークノヴァ神宮前,83800000,東京,渋谷,神宮前２,ＪＲ山手線,原宿,徒歩,9,42.56,1,1,1,1,0,8.894773996952768,6,39,231402.0,1968984.962406015,1208,0.5220352460220741
ソウホウ代々木公園,83800000,東京,渋谷,富ヶ谷１,東京メトロ千代田線,代々木公園,徒歩,2,39.6,1,1,1,1,0,4.69,11,29,231402.0,2116161.616161616,1208,0.5220352460220741
グランリビオ芝大門,83800000,東京,港,芝大門１-11-8,都営大江戸線,大門,徒歩,3,40.04,1,1,1,1,0,9.04,2,4,267780.0,2092907.092907093,1955,0.7300769288221675
パーク・ノヴァ神宮前,83800000,東京,渋谷,神宮前２-33-5,ＪＲ山手線,原宿,徒歩,9,42.56,1,1,1,1,0,8.894773996952768,6,39,231402.0,1968984.962406015,1208,0.5220352460220741
パーク・ノヴァ神宮前,83800000,東京,渋谷,神宮前２,東京メトロ副都心線,明治神宮前,徒歩,7,42.56,1,1,1,1,0,8.894773996952768,6,39,231402.0,1968984.962406015,1208,0.5220352460220741
パーク・ノヴァ神宮前,83800000,東京,渋谷,神宮前２-33-5,ＪＲ山手線,原宿,徒歩,9,42.56,1,1,1,1,0,8.894773996952768,6,39,231402.0,1968984.962406015,1208,0.5220352460220741
パーク・ノヴァ神宮前,83800000,東京,渋谷,神宮前２-33-5,ＪＲ山手線,原宿,徒歩,9,42.56,1,1,1,1,0,8.894773996952768,6,39,231402.0,1968984.962406015,1208,0.5220352460220741
パーク・ノヴァ神宮前,83800000,東京,渋谷,神宮前２,東京メトロ千代田線,明治神宮前,徒歩,7,42.56,1,1,1,1,0,1.0,6,39,231402.0,1968984.962406015,1208,0.5220352460220741
グラーサ白金高輪,83800000,東京,港,三田５,東京メトロ南北線,白金高輪,徒歩,3,37.42,1,1,1,1,0,9.52,10,20,267780.0,2239444.147514698,1955,0.7300769288221675
パーク・ノヴァ神宮前,83800000,東京,渋谷,神宮前２,東京メトロ千代田線,明治神宮前,徒歩,8,38.34,1,0,1,1,0,1.0,6,39,231402.0,2185706.8335941574,1208,0.5220352460220741
パークノヴァ神宮前,83800000,東京,渋谷,神宮前２,東京メトロ千代田線,明治神宮前,徒歩,7,42.56,1,1,1,1,0,8.894773996952768,6,39,231402.0,1968984.962406015,1208,0.5220352460220741
リビオ日本橋人形町,84000000,東京,中央,日本橋人形町２,東京メトロ半蔵門線,水天宮前,徒歩,1,40.0,1,1,1,1,0,10.15,12,17,187404.0,2100000.0,1127,0.6013745704467355
パークハウス御殿町,84000000,東京,文京,白山４-1-12,都営三田線,白山,徒歩,7,61.6,1,1,1,1,0,7.85,11,25,235345.0,1363636.3636363635,644,0.27364082517155663
ＣＯＮＯＥ一番町,84800000,東京,千代田,一番町10-9,東京メトロ半蔵門線,半蔵門,徒歩,4,31.26,1,1,1,1,0,3.36,2,13,68835.0,2712731.925783749,323,0.46923803297740974
ワールドパレス本駒込,84800000,東京,文京,本駒込４,ＪＲ山手線,田端,徒歩,10,56.2,3,1,1,1,0,2.5,8,30,235345.0,1508896.797153025,644,0.27364082517155663
ＣＯＮＯＥ一番町,84800000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,4,31.26,1,1,1,1,0,3.36,2,13,68835.0,2712731.925783749,323,0.46923803297740974
CONOE一番町,84800000,東京,千代田,一番町10-9,東京メトロ半蔵門線,半蔵門,徒歩,4,31.26,1,1,1,1,0,3.36,2,13,68835.0,2712731.925783749,323,0.46923803297740974
音羽パークハウス,84800000,東京,文京,音羽１,東京メトロ有楽町線,江戸川橋,徒歩,5,54.98,2,1,1,1,0,8.6,9,18,235345.0,1542379.046926155,644,0.27364082517155663
ＣＯＮＯＥ一番町,84800000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,4,31.26,1,1,1,1,0,3.36,2,13,68835.0,2712731.925783749,323,0.46923803297740974
CONOE＜一番町＞,84800000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,4,31.26,1,1,1,1,0,3.36,2,13,68835.0,2712731.925783749,323,0.46923803297740974
CONOE一番町,84800000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,4,31.26,1,1,1,1,0,3.36,2,13,68835.0,2712731.925783749,323,0.46923803297740974
クオリア神南フラッツ,84800000,東京,渋谷,神南１,ＪＲ山手線,渋谷,徒歩,9,37.0,1,1,1,1,1,3.8,1,17,231402.0,2291891.891891892,1208,0.5220352460220741
ＣＯＮＯＥ一番町,84800000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,4,31.26,1,1,1,1,0,3.36,2,13,68835.0,2712731.925783749,323,0.46923803297740974
音羽パークハウス,84800000,東京,文京,音羽１,東京メトロ有楽町線,江戸川橋,徒歩,5,54.98,2,1,1,1,0,8.6,9,18,235345.0,1542379.046926155,644,0.27364082517155663
高輪アビタシオン,84800000,東京,港,高輪４,ＪＲ山手線,品川,徒歩,9,69.62,1,1,1,1,1,3.72,9,61,267780.0,1218040.7928756103,1955,0.7300769288221675
高輪アビタシオン,84800000,東京,港,高輪４,ＪＲ山手線,品川,徒歩,9,69.62,1,1,1,1,1,3.72,9,61,267780.0,1218040.7928756103,1955,0.7300769288221675
アトラス本郷三丁目,84800000,東京,文京,本郷３,東京メトロ丸ノ内線,本郷三丁目,徒歩,3,45.6,1,1,1,1,0,13.96,3,6,235345.0,1859649.1228070175,644,0.27364082517155663
音羽パークハウス,84800000,東京,文京,音羽１,東京メトロ有楽町線,江戸川橋,徒歩,5,54.98,2,1,1,1,0,8.6,8,18,235345.0,1542379.046926155,644,0.27364082517155663
オープンレジデンシア千駄木フロントコート,84800000,東京,文京,千駄木２,東京メトロ千代田線,千駄木,徒歩,3,54.74,2,1,1,1,0,7.87,2,4,235345.0,1549141.3956887103,644,0.27364082517155663
ベラカーサ秋葉原,84800000,東京,千代田,神田佐久間町４,ＪＲ総武線,秋葉原,徒歩,7,56.47,1,1,1,1,0,5.6,3,19,68835.0,1501682.3091907208,323,0.46923803297740974
音羽パークハウス,84800000,東京,文京,音羽１,東京メトロ有楽町線,江戸川橋,徒歩,5,54.98,2,1,1,1,0,8.6,8,18,235345.0,1542379.046926155,644,0.27364082517155663
ラヴォーグ南青山,84800000,東京,港,南青山６,東京メトロ銀座線,表参道,徒歩,11,41.73,1,1,1,1,0,10.86,10,22,267780.0,2032111.1909896957,1955,0.7300769288221675
ブランズ代々木参宮橋,84800000,東京,渋谷,代々木３,小田急線,参宮橋,徒歩,3,43.92,1,1,1,1,0,6.01,1,4,231402.0,1930783.242258652,1208,0.5220352460220741
三井音羽ハイツ,84800000,東京,文京,音羽１,東京メトロ有楽町線,護国寺,徒歩,5,65.21,1,1,1,1,1,3.71,9,43,235345.0,1300414.0469253184,644,0.27364082517155663
